Year,Country/area,Sector,Technology,Sub Technology,Number of Patents
2014,Philippines,Transport,Enabling Technologies,Electromobility - Energy Storage,3
2014,Philippines,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,2
2014,Philippines,Transport,Enabling Technologies,Electromobility - Machine related technology ,2
2014,Philippines,Transport,Enabling Technologies,Energy Efficiency,1
2014,Philippines,Transport,Enabling Technologies,Smart Grids,2
2014,Philippines,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2014,Philippines,Waste,Solar Energy,PV - Thermal Hybrid,4
2014,Philippines,Waste,Wind Energy,Wind Energy,1
2014,Poland,Building,Enabling Technologies,Energy Efficiency,4
2014,Poland,Building,Enabling Technologies,Smart Grids,21
2014,Poland,Building,Geothermal Energy,Heat pumps,2
2014,Poland,Building,Hydropower,Hydropower,1
2014,Poland,Building,Solar Energy,PV,9
2014,Poland,Building,Solar Energy,PV - Thermal Hybrid,2
2014,Poland,Building,Solar Energy,Solar Thermal,10
2014,Poland,Building,Wind Energy,Wind Energy,6
2014,Poland,CCUS,Enabling Technologies,CCUS,17
2014,Poland,Industry,Enabling Technologies,Cross-cutting,4
2014,Poland,Industry,Enabling Technologies,Energy Efficiency,8
2014,Poland,Industry,Enabling Technologies,Energy Storage - General,1
2014,Poland,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2014,Poland,Power,Bioenergy,Biofuels,46
2014,Poland,Power,Bioenergy,Fuel from waste,31
2014,Poland,Power,Enabling Technologies,Batteries,162
2014,Poland,Power,Enabling Technologies,Energy Storage - General,11
2014,Poland,Power,Enabling Technologies,Fuel Cells,19
2014,Poland,Power,Enabling Technologies,Others,1
2014,Poland,Power,Enabling Technologies,Thermal energy storage,12
2014,Poland,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",8
2014,Poland,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),7
2014,Poland,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),14
2014,Poland,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",5
2014,Poland,Power,Geothermal Energy,Geothermal Energy,5
2014,Poland,Power,Hydropower,Hydropower,17
2014,Poland,Power,Ocean Energy,Ocean Energy,6
2014,Poland,Power,Solar Energy,PV,62
2014,Poland,Power,Solar Energy,Solar Thermal,50
2014,Poland,Power,Wind Energy,Wind Energy,113
2014,Poland,Transport,Bioenergy,Biofuels,21
2014,Poland,Transport,Enabling Technologies,Electromobility - Charging Stations,20
2014,Poland,Transport,Enabling Technologies,Electromobility - Electric Energy Management,11
2014,Poland,Transport,Enabling Technologies,Electromobility - Energy Storage,39
2014,Poland,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,12
2014,Poland,Transport,Enabling Technologies,Electromobility - Machine related technology ,11
2014,Poland,Transport,Enabling Technologies,Energy Efficiency,22
2014,Poland,Transport,Enabling Technologies,Smart Grids,3
2014,Poland,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),4
2014,Poland,Waste,Solar Energy,PV - Thermal Hybrid,6
2014,Poland,Waste,Wind Energy,Wind Energy,2
2014,Portugal,Building,Enabling Technologies,Energy Efficiency,1
2014,Portugal,Building,Enabling Technologies,Smart Grids,8
2014,Portugal,Building,Hydropower,Hydropower,1
2014,Portugal,Building,Solar Energy,PV,4
2014,Portugal,Building,Solar Energy,PV - Thermal Hybrid,1
2014,Portugal,Building,Solar Energy,Solar Thermal,3
2014,Portugal,Building,Wind Energy,Wind Energy,2
2014,Portugal,CCUS,Enabling Technologies,CCUS,1
2014,Portugal,Industry,Enabling Technologies,Cross-cutting,2
2014,Portugal,Industry,Enabling Technologies,Energy Efficiency,3
2014,Portugal,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2014,Portugal,Power,Bioenergy,Biofuels,21
2014,Portugal,Power,Bioenergy,Fuel from waste,10
2014,Portugal,Power,Enabling Technologies,Batteries,25
2014,Portugal,Power,Enabling Technologies,Energy Storage - General,7
2014,Portugal,Power,Enabling Technologies,Fuel Cells,9
2014,Portugal,Power,Enabling Technologies,Others,1
2014,Portugal,Power,Enabling Technologies,Thermal energy storage,5
2014,Portugal,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),3
2014,Portugal,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),7
2014,Portugal,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",3
2014,Portugal,Power,Hydropower,Hydropower,17
2014,Portugal,Power,Ocean Energy,Ocean Energy,23
2014,Portugal,Power,Solar Energy,PV,23
2014,Portugal,Power,Solar Energy,Solar Thermal,28
2014,Portugal,Power,Wind Energy,Wind Energy,94
2014,Portugal,Transport,Bioenergy,Biofuels,2
2014,Portugal,Transport,Enabling Technologies,Electromobility - Charging Stations,8
2014,Portugal,Transport,Enabling Technologies,Electromobility - Electric Energy Management,5
2014,Portugal,Transport,Enabling Technologies,Electromobility - Energy Storage,6
2014,Portugal,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2014,Portugal,Transport,Enabling Technologies,Electromobility - Machine related technology ,5
2014,Portugal,Transport,Enabling Technologies,Energy Efficiency,2
2014,Portugal,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2014,Portugal,Waste,Solar Energy,PV - Thermal Hybrid,3
2014,Portugal,Waste,Wind Energy,Wind Energy,1
2014,Republic of Korea,Building,Enabling Technologies,Energy Efficiency,185
2014,Republic of Korea,Building,Enabling Technologies,Fuel Cells,34
2014,Republic of Korea,Building,Enabling Technologies,Smart Grids,237
2014,Republic of Korea,Building,Geothermal Energy,Heat pumps,20
2014,Republic of Korea,Building,Hydropower,Hydropower,12
2014,Republic of Korea,Building,Solar Energy,PV,135
2014,Republic of Korea,Building,Solar Energy,PV - Thermal Hybrid,35
2014,Republic of Korea,Building,Solar Energy,Solar Thermal,52
2014,Republic of Korea,Building,Wind Energy,Wind Energy,37
2014,Republic of Korea,CCUS,Enabling Technologies,CCUS,137
2014,Republic of Korea,Industry,Bioenergy,Fuel from waste,1
2014,Republic of Korea,Industry,Enabling Technologies,CCUS,27
2014,Republic of Korea,Industry,Enabling Technologies,Cross-cutting,37
2014,Republic of Korea,Industry,Enabling Technologies,Energy Efficiency,55
2014,Republic of Korea,Industry,Enabling Technologies,Energy Storage - General,15
2014,Republic of Korea,Industry,Enabling Technologies,Fuel Cells,1
2014,Republic of Korea,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),13
2014,Republic of Korea,Power,Bioenergy,Biofuels,302
2014,Republic of Korea,Power,Bioenergy,Fuel from waste,278
2014,Republic of Korea,Power,Enabling Technologies,Batteries,4196
2014,Republic of Korea,Power,Enabling Technologies,Energy Storage - General,186
2014,Republic of Korea,Power,Enabling Technologies,Fuel Cells,1047
2014,Republic of Korea,Power,Enabling Technologies,Others,93
2014,Republic of Korea,Power,Enabling Technologies,Thermal energy storage,82
2014,Republic of Korea,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",239
2014,Republic of Korea,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),101
2014,Republic of Korea,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),190
2014,Republic of Korea,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",95
2014,Republic of Korea,Power,Geothermal Energy,Geothermal Energy,71
2014,Republic of Korea,Power,Hydropower,Hydropower,293
2014,Republic of Korea,Power,Ocean Energy,Ocean Energy,198
2014,Republic of Korea,Power,Solar Energy,PV,2818
2014,Republic of Korea,Power,Solar Energy,PV - Thermal Hybrid,21
2014,Republic of Korea,Power,Solar Energy,Solar Thermal,219
2014,Republic of Korea,Power,Wind Energy,Wind Energy,899
2014,Republic of Korea,Transport,Bioenergy,Biofuels,383
2014,Republic of Korea,Transport,Enabling Technologies,Electromobility - Charging Stations,535
2014,Republic of Korea,Transport,Enabling Technologies,Electromobility - Electric Energy Management,306
2014,Republic of Korea,Transport,Enabling Technologies,Electromobility - Energy Storage,1151
2014,Republic of Korea,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,184
2014,Republic of Korea,Transport,Enabling Technologies,Electromobility - Machine related technology ,450
2014,Republic of Korea,Transport,Enabling Technologies,Energy Efficiency,302
2014,Republic of Korea,Transport,Enabling Technologies,Smart Grids,70
2014,Republic of Korea,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),198
2014,Republic of Korea,Waste,Solar Energy,PV - Thermal Hybrid,117
2014,Republic of Korea,Waste,Wind Energy,Wind Energy,14
2014,Republic of Moldova,Power,Bioenergy,Fuel from waste,7
2014,Republic of Moldova,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),3
2014,Republic of Moldova,Power,Solar Energy,PV,2
2014,Republic of Moldova,Power,Solar Energy,Solar Thermal,2
2014,Romania,Building,Hydropower,Hydropower,1
2014,Romania,Building,Solar Energy,Solar Thermal,3
2014,Romania,Building,Wind Energy,Wind Energy,3
2014,Romania,Industry,Enabling Technologies,Cross-cutting,1
2014,Romania,Power,Bioenergy,Biofuels,6
2014,Romania,Power,Bioenergy,Fuel from waste,2
2014,Romania,Power,Enabling Technologies,Batteries,4
2014,Romania,Power,Enabling Technologies,Energy Storage - General,1
2014,Romania,Power,Enabling Technologies,Fuel Cells,1
2014,Romania,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",2
2014,Romania,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2014,Romania,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",2
2014,Romania,Power,Hydropower,Hydropower,8
2014,Romania,Power,Ocean Energy,Ocean Energy,2
2014,Romania,Power,Solar Energy,Solar Thermal,13
2014,Romania,Power,Wind Energy,Wind Energy,25
2014,Romania,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2014,Romania,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2014,Russian Federation,Building,Enabling Technologies,Energy Efficiency,13
2014,Russian Federation,Building,Enabling Technologies,Fuel Cells,2
2014,Russian Federation,Building,Enabling Technologies,Smart Grids,24
2014,Russian Federation,Building,Geothermal Energy,Heat pumps,2
2014,Russian Federation,Building,Hydropower,Hydropower,4
2014,Russian Federation,Building,Solar Energy,PV,4
2014,Russian Federation,Building,Solar Energy,PV - Thermal Hybrid,8
2014,Russian Federation,Building,Solar Energy,Solar Thermal,20
2014,Russian Federation,Building,Wind Energy,Wind Energy,9
2014,Russian Federation,CCUS,Enabling Technologies,CCUS,23
2014,Russian Federation,Industry,Enabling Technologies,CCUS,6
2014,Russian Federation,Industry,Enabling Technologies,Cross-cutting,9
2014,Russian Federation,Industry,Enabling Technologies,Energy Efficiency,13
2014,Russian Federation,Industry,Enabling Technologies,Energy Storage - General,1
2014,Russian Federation,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),8
2014,Russian Federation,Power,Bioenergy,Biofuels,52
2014,Russian Federation,Power,Bioenergy,Fuel from waste,38
2014,Russian Federation,Power,Enabling Technologies,Batteries,127
2014,Russian Federation,Power,Enabling Technologies,Energy Storage - General,15
2014,Russian Federation,Power,Enabling Technologies,Fuel Cells,45
2014,Russian Federation,Power,Enabling Technologies,Others,8
2014,Russian Federation,Power,Enabling Technologies,Thermal energy storage,10
2014,Russian Federation,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",13
2014,Russian Federation,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),17
2014,Russian Federation,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),36
2014,Russian Federation,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",18
2014,Russian Federation,Power,Geothermal Energy,Geothermal Energy,9
2014,Russian Federation,Power,Hydropower,Hydropower,89
2014,Russian Federation,Power,Ocean Energy,Ocean Energy,25
2014,Russian Federation,Power,Solar Energy,PV,82
2014,Russian Federation,Power,Solar Energy,PV - Thermal Hybrid,2
2014,Russian Federation,Power,Solar Energy,Solar Thermal,71
2014,Russian Federation,Power,Wind Energy,Wind Energy,241
2014,Russian Federation,Transport,Bioenergy,Biofuels,71
2014,Russian Federation,Transport,Enabling Technologies,Electromobility - Charging Stations,97
2014,Russian Federation,Transport,Enabling Technologies,Electromobility - Electric Energy Management,75
2014,Russian Federation,Transport,Enabling Technologies,Electromobility - Energy Storage,94
2014,Russian Federation,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,37
2014,Russian Federation,Transport,Enabling Technologies,Electromobility - Machine related technology ,70
2014,Russian Federation,Transport,Enabling Technologies,Energy Efficiency,114
2014,Russian Federation,Transport,Enabling Technologies,Smart Grids,12
2014,Russian Federation,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),4
2014,Russian Federation,Waste,Solar Energy,PV - Thermal Hybrid,6
2014,San Marino,Power,Wind Energy,Wind Energy,1
2014,San Marino,Transport,Enabling Technologies,Energy Efficiency,1
2014,Serbia,Building,Hydropower,Hydropower,1
2014,Serbia,Building,Solar Energy,PV,1
2014,Serbia,Building,Wind Energy,Wind Energy,1
2014,Serbia,CCUS,Enabling Technologies,CCUS,1
2014,Serbia,Industry,Enabling Technologies,Energy Efficiency,1
2014,Serbia,Power,Bioenergy,Biofuels,2
2014,Serbia,Power,Bioenergy,Fuel from waste,3
2014,Serbia,Power,Enabling Technologies,Batteries,4
2014,Serbia,Power,Enabling Technologies,Energy Storage - General,1
2014,Serbia,Power,Enabling Technologies,Thermal energy storage,1
2014,Serbia,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2014,Serbia,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2014,Serbia,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",1
2014,Serbia,Power,Hydropower,Hydropower,4
2014,Serbia,Power,Ocean Energy,Ocean Energy,1
2014,Serbia,Power,Solar Energy,PV,3
2014,Serbia,Power,Solar Energy,Solar Thermal,5
2014,Serbia,Power,Wind Energy,Wind Energy,8
2014,Serbia,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2014,Serbia,Waste,Solar Energy,PV - Thermal Hybrid,1
2014,Singapore,Building,Enabling Technologies,Energy Efficiency,6
2014,Singapore,Building,Enabling Technologies,Fuel Cells,8
2014,Singapore,Building,Enabling Technologies,Smart Grids,24
2014,Singapore,Building,Solar Energy,PV,4
2014,Singapore,Building,Solar Energy,PV - Thermal Hybrid,1
2014,Singapore,Building,Solar Energy,Solar Thermal,5
2014,Singapore,Building,Wind Energy,Wind Energy,1
2014,Singapore,CCUS,Enabling Technologies,CCUS,14
2014,Singapore,Industry,Enabling Technologies,CCUS,5
2014,Singapore,Industry,Enabling Technologies,Energy Efficiency,29
2014,Singapore,Industry,Enabling Technologies,Energy Storage - General,1
2014,Singapore,Power,Bioenergy,Biofuels,43
2014,Singapore,Power,Bioenergy,Fuel from waste,42
2014,Singapore,Power,Enabling Technologies,Batteries,41
2014,Singapore,Power,Enabling Technologies,Energy Storage - General,6
2014,Singapore,Power,Enabling Technologies,Fuel Cells,34
2014,Singapore,Power,Enabling Technologies,Others,4
2014,Singapore,Power,Enabling Technologies,Thermal energy storage,8
2014,Singapore,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",4
2014,Singapore,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),10
2014,Singapore,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),19
2014,Singapore,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",30
2014,Singapore,Power,Geothermal Energy,Geothermal Energy,5
2014,Singapore,Power,Hydropower,Hydropower,9
2014,Singapore,Power,Ocean Energy,Ocean Energy,10
2014,Singapore,Power,Solar Energy,PV,73
2014,Singapore,Power,Solar Energy,PV - Thermal Hybrid,1
2014,Singapore,Power,Solar Energy,Solar Thermal,11
2014,Singapore,Power,Wind Energy,Wind Energy,28
2014,Singapore,Transport,Bioenergy,Biofuels,9
2014,Singapore,Transport,Enabling Technologies,Electromobility - Charging Stations,37
2014,Singapore,Transport,Enabling Technologies,Electromobility - Electric Energy Management,14
2014,Singapore,Transport,Enabling Technologies,Electromobility - Energy Storage,29
2014,Singapore,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,12
2014,Singapore,Transport,Enabling Technologies,Electromobility - Machine related technology ,23
2014,Singapore,Transport,Enabling Technologies,Energy Efficiency,24
2014,Singapore,Transport,Enabling Technologies,Smart Grids,9
2014,Singapore,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),8
2014,Singapore,Waste,Solar Energy,PV - Thermal Hybrid,36
2014,Singapore,Waste,Wind Energy,Wind Energy,24
2014,Slovakia,Building,Enabling Technologies,Smart Grids,1
2014,Slovakia,Industry,Bioenergy,Fuel from waste,1
2014,Slovakia,Power,Bioenergy,Biofuels,1
2014,Slovakia,Power,Bioenergy,Fuel from waste,5
2014,Slovakia,Power,Hydropower,Hydropower,3
2014,Slovakia,Power,Solar Energy,PV,4
2014,Slovakia,Power,Solar Energy,Solar Thermal,6
2014,Slovakia,Power,Wind Energy,Wind Energy,7
2014,Slovenia,Building,Enabling Technologies,Smart Grids,5
2014,Slovenia,Building,Solar Energy,PV,3
2014,Slovenia,Building,Solar Energy,PV - Thermal Hybrid,1
2014,Slovenia,Building,Solar Energy,Solar Thermal,1
2014,Slovenia,Industry,Enabling Technologies,Energy Efficiency,1
2014,Slovenia,Power,Bioenergy,Biofuels,3
2014,Slovenia,Power,Bioenergy,Fuel from waste,2
2014,Slovenia,Power,Enabling Technologies,Batteries,16
2014,Slovenia,Power,Enabling Technologies,Energy Storage - General,3
2014,Slovenia,Power,Enabling Technologies,Thermal energy storage,3
2014,Slovenia,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2014,Slovenia,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2014,Slovenia,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",3
2014,Slovenia,Power,Hydropower,Hydropower,2
2014,Slovenia,Power,Ocean Energy,Ocean Energy,1
2014,Slovenia,Power,Solar Energy,PV,8
2014,Slovenia,Power,Solar Energy,Solar Thermal,10
2014,Slovenia,Power,Wind Energy,Wind Energy,7
2014,Slovenia,Transport,Enabling Technologies,Electromobility - Charging Stations,5
2014,Slovenia,Transport,Enabling Technologies,Electromobility - Energy Storage,4
2014,Slovenia,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,2
2014,Slovenia,Transport,Enabling Technologies,Electromobility - Machine related technology ,3
2014,Slovenia,Transport,Enabling Technologies,Smart Grids,1
2014,Slovenia,Waste,Solar Energy,PV - Thermal Hybrid,1
2014,South Africa,Building,Enabling Technologies,Energy Efficiency,2
2014,South Africa,Building,Enabling Technologies,Fuel Cells,1
2014,South Africa,Building,Enabling Technologies,Smart Grids,12
2014,South Africa,Building,Geothermal Energy,Heat pumps,1
2014,South Africa,Building,Solar Energy,PV,7
2014,South Africa,Building,Solar Energy,PV - Thermal Hybrid,2
2014,South Africa,Building,Solar Energy,Solar Thermal,6
2014,South Africa,CCUS,Enabling Technologies,CCUS,9
2014,South Africa,Industry,Enabling Technologies,CCUS,11
2014,South Africa,Industry,Enabling Technologies,Cross-cutting,3
2014,South Africa,Industry,Enabling Technologies,Energy Efficiency,7
2014,South Africa,Industry,Enabling Technologies,Energy Storage - General,2
2014,South Africa,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),9
2014,South Africa,Power,Bioenergy,Biofuels,50
2014,South Africa,Power,Bioenergy,Fuel from waste,22
2014,South Africa,Power,Enabling Technologies,Batteries,11
2014,South Africa,Power,Enabling Technologies,Energy Storage - General,9
2014,South Africa,Power,Enabling Technologies,Fuel Cells,24
2014,South Africa,Power,Enabling Technologies,Others,2
2014,South Africa,Power,Enabling Technologies,Thermal energy storage,11
2014,South Africa,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",2
2014,South Africa,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),9
2014,South Africa,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),17
2014,South Africa,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",3
2014,South Africa,Power,Geothermal Energy,Geothermal Energy,2
2014,South Africa,Power,Hydropower,Hydropower,16
2014,South Africa,Power,Ocean Energy,Ocean Energy,13
2014,South Africa,Power,Solar Energy,PV,57
2014,South Africa,Power,Solar Energy,Solar Thermal,107
2014,South Africa,Power,Wind Energy,Wind Energy,87
2014,South Africa,Transport,Bioenergy,Biofuels,8
2014,South Africa,Transport,Enabling Technologies,Electromobility - Charging Stations,18
2014,South Africa,Transport,Enabling Technologies,Electromobility - Electric Energy Management,4
2014,South Africa,Transport,Enabling Technologies,Electromobility - Energy Storage,14
2014,South Africa,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,5
2014,South Africa,Transport,Enabling Technologies,Electromobility - Machine related technology ,13
2014,South Africa,Transport,Enabling Technologies,Energy Efficiency,3
2014,South Africa,Transport,Enabling Technologies,Smart Grids,2
2014,South Africa,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2014,South Africa,Waste,Solar Energy,PV - Thermal Hybrid,11
2014,South Africa,Waste,Wind Energy,Wind Energy,1
2014,Spain,Building,Enabling Technologies,Energy Efficiency,14
2014,Spain,Building,Enabling Technologies,Fuel Cells,5
2014,Spain,Building,Enabling Technologies,Smart Grids,47
2014,Spain,Building,Geothermal Energy,Heat pumps,1
2014,Spain,Building,Hydropower,Hydropower,1
2014,Spain,Building,Solar Energy,PV,12
2014,Spain,Building,Solar Energy,PV - Thermal Hybrid,6
2014,Spain,Building,Solar Energy,Solar Thermal,26
2014,Spain,Building,Wind Energy,Wind Energy,13
2014,Spain,CCUS,Enabling Technologies,CCUS,16
2014,Spain,Industry,Enabling Technologies,CCUS,1
2014,Spain,Industry,Enabling Technologies,Cross-cutting,7
2014,Spain,Industry,Enabling Technologies,Energy Efficiency,15
2014,Spain,Industry,Enabling Technologies,Energy Storage - General,2
2014,Spain,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),4
2014,Spain,Power,Bioenergy,Biofuels,59
2014,Spain,Power,Bioenergy,Fuel from waste,33
2014,Spain,Power,Enabling Technologies,Batteries,148
2014,Spain,Power,Enabling Technologies,Energy Storage - General,30
2014,Spain,Power,Enabling Technologies,Fuel Cells,58
2014,Spain,Power,Enabling Technologies,Others,3
2014,Spain,Power,Enabling Technologies,Thermal energy storage,33
2014,Spain,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",11
2014,Spain,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),16
2014,Spain,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),47
2014,Spain,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",6
2014,Spain,Power,Geothermal Energy,Geothermal Energy,1
2014,Spain,Power,Hydropower,Hydropower,43
2014,Spain,Power,Ocean Energy,Ocean Energy,43
2014,Spain,Power,Solar Energy,PV,179
2014,Spain,Power,Solar Energy,Solar Thermal,137
2014,Spain,Power,Wind Energy,Wind Energy,406
2014,Spain,Transport,Bioenergy,Biofuels,11
2014,Spain,Transport,Enabling Technologies,Electromobility - Charging Stations,107
2014,Spain,Transport,Enabling Technologies,Electromobility - Electric Energy Management,35
2014,Spain,Transport,Enabling Technologies,Electromobility - Energy Storage,88
2014,Spain,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,28
2014,Spain,Transport,Enabling Technologies,Electromobility - Machine related technology ,58
2014,Spain,Transport,Enabling Technologies,Energy Efficiency,52
2014,Spain,Transport,Enabling Technologies,Smart Grids,12
2014,Spain,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),9
2014,Spain,Waste,Solar Energy,PV - Thermal Hybrid,14
2014,Spain,Waste,Wind Energy,Wind Energy,3
2014,Sweden,Building,Enabling Technologies,Smart Grids,4
2014,Sweden,Building,Geothermal Energy,Heat pumps,1
2014,Sweden,Building,Solar Energy,PV,1
2014,Sweden,Building,Solar Energy,PV - Thermal Hybrid,2
2014,Sweden,Building,Solar Energy,Solar Thermal,6
2014,Sweden,CCUS,Enabling Technologies,CCUS,1
2014,Sweden,Power,Bioenergy,Biofuels,11
2014,Sweden,Power,Bioenergy,Fuel from waste,2
2014,Sweden,Power,Enabling Technologies,Batteries,5
2014,Sweden,Power,Enabling Technologies,Fuel Cells,3
2014,Sweden,Power,Enabling Technologies,Others,4
2014,Sweden,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2014,Sweden,Power,Geothermal Energy,Geothermal Energy,2
2014,Sweden,Power,Hydropower,Hydropower,2
2014,Sweden,Power,Ocean Energy,Ocean Energy,5
2014,Sweden,Power,Solar Energy,PV,12
2014,Sweden,Power,Solar Energy,PV - Thermal Hybrid,3
2014,Sweden,Power,Solar Energy,Solar Thermal,7
2014,Sweden,Power,Wind Energy,Wind Energy,2
2014,Sweden,Transport,Bioenergy,Biofuels,1
2014,Sweden,Transport,Enabling Technologies,Electromobility - Charging Stations,7
2014,Sweden,Transport,Enabling Technologies,Electromobility - Electric Energy Management,3
2014,Sweden,Transport,Enabling Technologies,Electromobility - Energy Storage,8
2014,Sweden,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,2
2014,Sweden,Transport,Enabling Technologies,Electromobility - Machine related technology ,3
2014,Sweden,Transport,Enabling Technologies,Smart Grids,2
2014,Switzerland,Building,Enabling Technologies,Energy Efficiency,1
2014,Switzerland,Building,Enabling Technologies,Smart Grids,5
2014,Switzerland,Building,Solar Energy,PV,2
2014,Switzerland,Building,Solar Energy,Solar Thermal,2
2014,Switzerland,Power,Bioenergy,Biofuels,4
2014,Switzerland,Power,Bioenergy,Fuel from waste,1
2014,Switzerland,Power,Enabling Technologies,Batteries,4
2014,Switzerland,Power,Enabling Technologies,Energy Storage - General,1
2014,Switzerland,Power,Enabling Technologies,Thermal energy storage,2
2014,Switzerland,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",1
2014,Switzerland,Power,Geothermal Energy,Geothermal Energy,3
2014,Switzerland,Power,Hydropower,Hydropower,3
2014,Switzerland,Power,Solar Energy,PV,13
2014,Switzerland,Power,Solar Energy,Solar Thermal,11
2014,Switzerland,Power,Wind Energy,Wind Energy,6
2014,Switzerland,Transport,Bioenergy,Biofuels,1
2014,Switzerland,Transport,Enabling Technologies,Electromobility - Charging Stations,2
2014,Switzerland,Transport,Enabling Technologies,Electromobility - Electric Energy Management,1
2014,Switzerland,Transport,Enabling Technologies,Electromobility - Energy Storage,2
2014,Switzerland,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2014,Switzerland,Transport,Enabling Technologies,Electromobility - Machine related technology ,2
2014,Switzerland,Transport,Enabling Technologies,Energy Efficiency,57
2014,Switzerland,Waste,Solar Energy,PV - Thermal Hybrid,1
2014,Tunisia,Building,Solar Energy,Solar Thermal,1
2014,Tunisia,CCUS,Enabling Technologies,CCUS,4
2014,Tunisia,Industry,Enabling Technologies,Energy Efficiency,1
2014,Tunisia,Power,Bioenergy,Biofuels,1
2014,Tunisia,Power,Bioenergy,Fuel from waste,2
2014,Tunisia,Power,Enabling Technologies,Batteries,2
2014,Tunisia,Power,Enabling Technologies,Thermal energy storage,2
2014,Tunisia,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),3
2014,Tunisia,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",1
2014,Tunisia,Power,Hydropower,Hydropower,2
2014,Tunisia,Power,Ocean Energy,Ocean Energy,1
2014,Tunisia,Power,Solar Energy,PV,8
2014,Tunisia,Power,Solar Energy,Solar Thermal,18
2014,Tunisia,Power,Wind Energy,Wind Energy,12
